iter	RMSE
1665	2562.770892
1666	2562.622348
1667	2562.262182
1668	2562.204672
1669	2560.909511
1670	2560.796141
1671	2560.362928
1672	2560.147688
1673	2558.761905
1674	2558.360775
1675	2558.105842
1676	2557.756573
1677	2557.379311
1678	2557.197154
1679	2556.917936
1680	2556.261345
1681	2555.889666
1682	2555.272979
1683	2555.081132
1684	2554.921859
1685	2554.666501
1686	2554.073557
1687	2553.188958
1688	2553.176317
1689	2552.554602
1690	2552.221414
1691	2552.178685
1692	2551.018837
1693	2550.953376
1694	2550.031498
1695	2549.538006
1696	2548.922487
1697	2547.675507
1698	2547.19498
1699	2545.81508
1700	2545.654269
1701	2545.562301
1702	2545.0317
1703	2544.722621
1704	2544.423767
1705	2544.309663
1706	2544.291949
1707	2543.861656
1708	2543.372255
1709	2543.331075
1710	2543.042784
1711	2542.884842
1712	2542.491587
1713	2542.420098
1714	2542.37233
1715	2542.289764
1716	2541.950515
1717	2541.860494
1718	2541.377472
1719	2540.761906
1720	2540.512198
1721	2539.626096
1722	2539.586761
1723	2539.344027
1724	2539.075512
1725	2538.107694
1726	2538.023498
1727	2537.530074
1728	2536.80683
1729	2536.46082
1730	2536.373718
1731	2535.872227
1732	2534.964543
1733	2534.504729
1734	2534.475986
1735	2533.588636
1736	2533.220963
1737	2532.025101
1738	2531.381984
1739	2531.064066
1740	2530.91868
1741	2530.132532
1742	2529.66067
1743	2529.215175
1744	2528.946224
1745	2528.370554
1746	2527.858996
1747	2527.53023
1748	2527.252106
1749	2527.193895
1750	2527.157557
1751	2527.015784
1752	2527.013934
1753	2526.529516
1754	2526.040608
1755	2525.886973
1756	2525.867616
1757	2525.34662
1758	2525.202221
1759	2524.157601
1760	2523.906581
1761	2523.694924
1762	2523.442008
1763	2522.841549
1764	2522.578344
1765	2521.873374
1766	2521.432936
1767	2520.942686
1768	2519.93123
1769	2519.662605
1770	2519.135677
1771	2519.072758
1772	2518.957143
1773	2518.808516
1774	2518.060759
1775	2517.6478
1776	2517.643176
1777	2517.52653
1778	2517.35778
1779	2516.313845
1780	2515.465894
1781	2514.842483
1782	2514.17489
1783	2514.011548
1784	2513.671129
1785	2513.490118
1786	2513.254982
1787	2512.957278
1788	2512.881844
1789	2512.409985
1790	2512.341624
1791	2512.077445
1792	2511.427268
1793	2511.388908
1794	2510.613595
1795	2509.923754
1796	2509.684621
1797	2509.314928
1798	2508.867221
1799	2508.21315
1800	2508.017056
1801	2507.908829
1802	2507.789574
1803	2506.788427
1804	2506.355541
1805	2506.303968
1806	2504.855452
1807	2504.271576
1808	2503.988028
1809	2503.688785
1810	2502.872234
1811	2502.402912
1812	2502.325741
1813	2502.051717
1814	2501.41514
1815	2501.14358
1816	2500.708319
1817	2500.41463
1818	2499.865754
1819	2499.826538
1820	2499.515181
1821	2498.709589
1822	2498.358001
1823	2498.20674
1824	2497.600342
1825	2497.493221
1826	2497.091589
1827	2496.707184
1828	2496.437952
1829	2496.120692
1830	2495.847747
1831	2495.48364
1832	2495.430736
1833	2495.363732
1834	2495.214253
1835	2495.01422
1836	2494.862385
1837	2494.473072
1838	2494.447239
1839	2492.721886
1840	2491.500716
1841	2491.401963
1842	2491.07739
1843	2490.670797
1844	2490.285646
1845	2490.011406
1846	2489.926565
1847	2489.640984
1848	2489.187148
1849	2488.766619
1850	2487.885501
1851	2487.301923
1852	2487.141192
1853	2486.378577
1854	2485.180856
1855	2484.455556
1856	2484.107116
1857	2483.866231
1858	2483.805167
1859	2483.592268
1860	2483.072969
1861	2482.867562
1862	2482.745701
1863	2482.51089
1864	2482.210593
1865	2481.862102
1866	2481.729678
1867	2481.42507
1868	2480.670227
1869	2480.577483
1870	2479.418253
1871	2478.866309
1872	2477.487297
1873	2477.108435
1874	2476.939548
1875	2476.571754
1876	2476.277183
1877	2475.928557
1878	2475.656154
1879	2475.625668
1880	2475.62086
1881	2475.373298
1882	2474.489603
1883	2473.867151
1884	2473.682714
1885	2473.66193
1886	2472.696191
1887	2472.379304
1888	2472.118931
1889	2471.951512
1890	2471.872487
1891	2471.658192
1892	2471.548513
1893	2471.185912
1894	2471.144925
1895	2470.332909
1896	2470.188971
1897	2469.732092
1898	2469.458621
1899	2469.351406
1900	2468.077319
1901	2467.866246
1902	2467.615233
1903	2467.60296
1904	2467.437361
1905	2467.233435
1906	2467.154737
1907	2466.940896
1908	2466.866874
1909	2465.922585
1910	2465.673504
1911	2465.380151
1912	2464.832682
1913	2464.114211
1914	2464.070785
1915	2464.041001
1916	2463.967126
1917	2463.494008
1918	2463.349526
1919	2463.340216
1920	2462.566827
1921	2462.045163
1922	2461.929773
1923	2461.586347
1924	2461.398236
1925	2461.342628
1926	2461.216313
1927	2460.996131
1928	2460.869798
1929	2460.624956
1930	2460.588441
1931	2459.769633
1932	2459.658898
1933	2459.45939
1934	2458.938246
1935	2458.553224
1936	2458.143639
1937	2458.011074
1938	2457.646788
1939	2457.495738
1940	2457.135382
1941	2456.696863
1942	2456.563165
1943	2456.102498
1944	2455.885441
1945	2455.394696
1946	2455.347852
1947	2455.008242
1948	2454.741169
1949	2454.442909
1950	2454.234665
1951	2454.150649
1952	2453.800587
1953	2453.012351
1954	2453.000507
1955	2452.691392
1956	2452.618433
1957	2452.174233
1958	2451.132906
1959	2450.98089
1960	2450.741496
1961	2450.468821
1962	2449.329236
1963	2448.77375
1964	2448.639969
1965	2447.877677
1966	2447.769188
1967	2447.376602
